Symbol,Type,Volume,Open Price,Close Price,Open Time,Close Time,Profit
BTCUSDT,BUY,0.06,64313.33,64325.52,2026-07-25 23:32,2026-07-25 23:41,0.73
BTCUSDT,BUY,0.06,64375.88,64332.77,2026-07-25 20:22,2026-07-25 20:36,-2.59
BTCUSDT,BUY,0.12,64318.42,64360.1,2026-07-25 19:19,2026-07-25 19:29,5
